,q_id,corr_opt,diff_lev,top_id,chap_id
39440,161283,1,10,4447,599
39441,161284,1,1,4446,599
39442,161285,4,10,4448,599
39443,161286,4,1,4445,599
39444,161287,3,1,4507,609
39445,161288,2,16,3726,248
39446,161289,2,14,3723,247
39447,161290,2,14,3726,248
39448,161291,4,13,3731,249
39449,161292,4,14,3727,248
39450,161293,3,13,3727,248
39451,161294,2,14,3727,248
39452,161295,1,14,3721,247
39453,161296,2,13,3723,247
39454,161297,2,13,3726,248
39455,161298,2,25,3726,248
39456,161299,3,1,3725,247
39457,161300,4,13,3726,248
39458,161301,3,10,3723,247
39459,161302,2,1,3726,248
39460,161303,2,10,3725,247
39461,161304,3,10,3723,247
39462,161305,3,10,3725,247
39463,161306,1,10,3726,248
39464,161307,2,23,3726,248
39465,161308,1,10,3726,248
39466,161309,1,11,3727,248
39467,161310,1,13,3727,248
39468,161311,3,19,3727,248
39469,161312,1,10,3726,248
39470,161313,3,14,3727,248
39471,161314,4,19,3726,248
39472,161315,3,25,3727,248
39473,161316,3,19,3727,248
39474,161317,1,23,3727,248
39475,161318,1,17,3723,247
39476,161319,3,5,3727,248
39477,161320,3,6,3727,248
39478,161321,2,10,3726,248
39479,161322,1,22,3727,248
39480,161323,4,16,3727,248
39481,161324,3,23,3727,248
39482,161325,3,23,3726,248
39483,161326,2,26,3726,248
39484,161327,2,27,3726,248
39485,161328,2,26,3726,248
39486,161329,2,27,3724,247
39487,161330,1,10,3727,248
39488,161331,1,17,3726,248
39489,161332,2,15,3727,248
39490,161333,2,23,3727,248
39491,161334,4,16,3723,247
39492,161335,2,27,3722,247
39493,161336,1,5,3734,249
39494,161337,2,14,3727,248
39495,161338,1,26,3725,247
39496,161339,1,22,3726,248
39497,161340,1,27,3726,248
39498,161341,2,27,3723,247
39499,161342,3,1,3726,248
39500,161343,1,10,3726,248
39501,161344,3,19,3726,248
39502,161345,2,22,3727,248
39503,161346,2,22,3727,248
39504,161347,2,22,3727,248
39505,161348,3,10,3727,248
39506,161349,1,13,3726,248
39507,161350,2,19,4447,599
39508,161351,2,10,4445,599
39509,161352,1,10,4444,599
39510,161353,1,1,4447,599
39511,161354,1,10,4446,599
39512,161355,1,10,4445,599
39513,161356,3,22,4447,599
39514,161357,2,10,4446,599
39515,161358,4,10,4447,599
39516,161359,2,10,4446,599
39517,161360,4,10,4445,599
39518,161361,1,10,4448,599
39519,161362,1,10,4448,599
39520,161363,2,10,4447,599
39521,161364,3,10,4445,599
39522,161365,1,10,4447,599
39523,161366,1,19,4446,599
39524,161367,3,1,4445,599
39525,161368,4,4,4445,599
39526,161369,4,13,4447,599
39527,161370,1,13,4450,600
39528,161371,3,13,4448,599
39529,161372,3,10,4387,626
39530,161373,4,10,4447,599
39531,161374,2,13,4447,599
39532,161375,2,1,4446,599
39533,161376,1,6,4447,599
39534,161377,4,13,4447,599
39535,161378,2,13,4382,590
39536,161379,2,13,4447,599
39537,161380,1,10,4444,599
39538,161381,2,10,4450,600
39539,161382,4,10,4450,600
39540,161383,2,4,4450,600
39541,161384,4,10,4450,600
39542,161385,1,1,4450,600
39543,161386,3,10,4452,600
39544,161387,3,10,4450,600
39545,161388,1,1,4450,600
39546,161389,2,10,4452,600
39547,161390,1,10,4452,600
39548,161391,2,13,4455,600
39549,161392,2,10,4450,600
39550,161393,2,1,4452,600
39551,161394,3,1,4450,600
39552,161395,1,10,4452,600
39553,161396,2,1,4365,588
39554,161397,3,1,4452,600
39555,161398,1,14,4502,609
39556,161399,2,1,4530,612
39557,161400,4,13,4452,600
39558,161401,4,4,4447,599
39559,161402,4,10,4452,600
39560,161403,3,4,4452,600
39561,161404,1,1,4452,600
39562,161405,1,15,3803,306
39563,161406,1,14,3501,299
39564,161407,1,14,3492,297
39565,161408,1,27,3545,307
39566,161409,2,27,3479,295
39567,161410,1,14,3481,295
39568,161411,1,24,3467,293
39569,161412,2,14,3794,325
39570,161413,3,27,3773,311
39571,161414,3,14,3561,309
39572,161415,3,27,3519,304
39573,161416,4,14,3490,297
39574,161417,2,18,3582,316
39575,161418,2,14,3780,301
39581,161424,1,14,3485,296
39583,161426,2,14,3490,297
39585,161428,4,1,3518,303
39586,161429,3,14,3457,291
39587,161430,1,14,3457,291
39588,161431,1,1,3473,294
39589,161432,1,18,3607,314
39590,161433,1,14,3579,315
39591,161434,1,18,3582,316
39592,161435,1,18,3587,317
39593,161436,1,18,3585,317
39594,161437,2,17,3582,316
39595,161438,3,5,3582,316
39596,161439,4,23,3580,315
39597,161440,2,4,3587,317
39598,161441,4,1,3583,317
39599,161442,2,23,3580,315
39600,161443,3,1,3579,315
39601,161444,2,14,3606,314
39602,161445,2,26,3606,314
39603,161446,2,23,3606,314
39604,161447,1,17,3582,316
39605,161448,1,1,3607,314
39606,161449,1,13,3607,314
39607,161450,1,14,3771,313
39608,161451,2,17,3606,314
39609,161452,3,23,3585,317
39610,161453,1,14,3587,317
39611,161454,1,13,3581,315
39612,161455,3,23,3606,314
39613,161456,3,23,3607,314
39614,161457,4,14,3606,314
39615,161458,2,14,3607,314
39616,161459,2,13,3607,314
39617,161460,3,1,3606,314
39618,161461,2,26,3606,314
39619,161462,1,13,3794,325
39620,161463,1,14,3796,325
39621,161464,2,14,3794,325
39623,161466,1,23,3796,325
39624,161467,1,13,3796,325
39625,161468,2,27,3794,325
39626,161469,2,14,3793,302
39627,161470,2,14,3793,302
39628,161471,2,14,3580,315
39629,161472,3,22,3793,302
39631,161474,2,23,3793,302
39632,161475,3,27,3793,302
39633,161476,2,13,3793,302
39634,161477,3,15,3793,302
39635,161478,3,14,3791,302
39636,161479,2,23,3793,302
39637,161480,4,13,3796,325
39638,161481,4,27,3794,325
39639,161482,4,14,3797,325
39640,161483,2,23,3796,325
39641,161484,2,14,3794,325
39642,161485,3,23,3794,325
39643,161486,2,18,3796,325
39644,161487,3,15,3795,325
39645,161488,1,18,3795,325
39646,161489,3,26,3796,325
39647,161490,4,22,3794,325
39648,161491,3,23,3809,308
39649,161492,4,27,3794,325
39650,161493,1,13,3795,325
39651,161494,3,10,3794,325
39652,161495,1,14,3522,304
39653,161496,1,18,3519,304
39654,161497,1,23,3521,304
39655,161498,1,23,3519,304
39656,161499,1,14,3800,306
39657,161500,1,26,3543,307
39658,161501,1,14,3491,297
39659,161502,1,14,3519,304
39660,161503,2,14,3547,307
39661,161504,1,15,3524,305
39662,161505,2,14,3530,305
39663,161506,1,18,3529,305
39664,161507,1,23,3530,305
39665,161508,1,14,3527,305
39666,161509,2,23,3519,304
39667,161510,2,14,3523,304
39668,161511,1,23,3519,304
39669,161512,3,23,3519,304
39670,161513,2,15,3524,305
39671,161514,3,14,3521,304
39672,161515,2,14,3519,304
39673,161516,1,13,3522,304
39674,161517,1,23,3543,307
39675,161518,2,13,3543,307
39676,161519,2,14,3543,307
39677,161520,1,18,3543,307
39678,161521,3,14,3543,307
39679,161522,3,18,3547,307
39680,161523,2,23,3548,307
39681,161524,1,27,3548,307
39682,161525,2,14,3770,313
39683,161526,1,14,3543,307
39684,161527,1,26,3585,317
39685,161528,3,26,3585,317
39686,161529,2,13,3530,305
39687,161530,3,10,3530,305
39688,161531,1,10,3530,305
39689,161532,4,23,3524,305
39690,161533,2,10,3530,305
39691,161534,2,13,3519,304
39692,161535,1,14,3524,305
39693,161536,2,13,3469,294
39694,161537,3,23,3473,294
39695,161538,1,4,3470,294
39696,161539,3,22,3467,293
39697,161540,2,14,3488,296
39698,161541,3,1,3487,296
39699,161542,2,13,3487,296
39700,161543,2,23,3524,305
39701,161544,2,1,3470,294
39702,161545,1,10,3469,294
39703,161546,2,13,3470,294
39704,161547,1,2,3469,294
39705,161548,1,27,3607,314
39706,161549,2,14,3607,314
39707,161550,3,1,3771,313
39708,161551,3,14,3491,297
39709,161552,3,15,3487,296
39710,161553,1,1,3774,311
39711,161554,3,4,3484,296
39712,161555,3,14,3488,296
39713,161556,1,14,3607,314
39714,161557,2,10,3484,296
39715,161558,3,23,3484,296
39716,161559,2,23,3494,297
39717,161560,3,10,3462,293
39718,161561,2,14,3486,296
39719,161562,4,14,3470,294
39720,161563,1,13,3470,294
39721,161564,3,1,3470,294
39722,161565,1,5,3468,294
39723,161566,2,1,3529,305
39724,161567,4,14,3524,305
39725,161568,4,13,3519,304
39726,161569,3,13,3544,307
39727,161570,1,14,3486,296
39728,161571,3,23,3484,296
39729,161572,3,22,3781,301
39730,161573,4,13,3556,309
39732,161575,2,4,3803,306
39733,161576,2,14,3780,301
39734,161577,4,13,3484,296
39735,161578,4,13,3595,318
39736,161579,1,14,3772,313
39737,161580,3,26,3811,308
39738,161581,2,19,3772,313
39739,161582,3,13,3775,311
39740,161583,1,27,3467,293
39741,161584,3,13,3483,295
39742,161585,1,15,3745,253
39743,161586,1,23,3745,253
39744,161587,2,23,3745,253
39746,161589,1,22,3740,252
39747,161590,3,1,3739,252
39748,161591,2,23,3739,252
39749,161592,1,26,3743,253
39750,161593,2,14,3739,252
39751,161594,1,19,3740,252
39752,161595,1,22,3739,252
39753,161596,2,10,3740,252
39754,161597,2,4,3743,253
39755,161598,1,4,3745,253
39756,161599,1,14,3745,253
39757,161600,1,24,3739,252
39758,161601,2,10,3739,252
39759,161602,2,22,3739,252
39760,161603,1,13,3739,252
39761,161604,1,18,3745,253
39762,161605,1,22,3739,252
39763,161606,1,27,3739,252
39764,161607,1,22,3739,252
39765,161608,2,13,3745,253
39766,161609,1,23,3745,253
39767,161610,1,27,3739,252
39768,161611,1,26,3739,252
39769,161612,1,13,3745,253
39770,161613,1,23,3745,253
39771,161614,4,13,3740,252
39772,161615,4,23,3745,253
39773,161616,4,26,3745,253
39774,161617,2,23,3745,253
39775,161618,3,22,3740,252
39776,161619,1,14,3739,252
39777,161620,1,13,3739,252
39778,161621,4,19,3736,250
39779,161622,2,1,3739,252
39780,161623,1,26,3745,253
39782,161625,1,23,3745,253
39783,161626,3,15,3745,253
39784,161627,3,24,3745,253
39785,161628,1,27,3733,249
39786,161629,2,23,3745,253
39787,161630,1,27,3745,253
39788,161631,4,27,3741,253
39790,161633,2,14,3745,253
39791,161634,4,16,3740,252
39792,161635,2,18,3741,253
39793,161636,1,17,3745,253
39794,161637,3,8,3745,253
39795,161638,1,10,3739,252
39796,161639,1,6,3745,253
39797,161640,4,27,3739,252
39798,161641,3,18,3739,252
39799,161642,2,18,3736,250
39800,161643,3,3,3740,252
39801,161644,3,18,3745,253
39802,161645,4,19,3739,252
39803,161646,1,12,3739,252
39804,161647,3,24,3739,252
39807,161650,4,23,3736,250
39808,161651,4,10,3739,252
39809,161652,4,13,3739,252
39810,161653,2,24,3726,248
39811,161654,1,27,3745,253
39812,161655,1,27,3739,252
39813,161656,1,14,3745,253
39814,161657,3,23,3739,252
39815,161658,3,14,3739,252
39816,161659,1,23,3745,253
39817,161660,2,10,3739,252
39818,161661,4,26,3745,253
39819,161662,4,11,3741,253
39820,161663,3,14,3743,253
39821,161664,1,19,3743,253
39822,161665,3,14,3745,253
39823,161666,3,13,3745,253
39824,161667,2,19,3745,253
39825,161668,3,6,3741,253
39826,161669,3,2,3739,252
39827,161670,1,5,3745,253
39828,161671,2,22,3745,253
39829,161672,3,23,3734,249
39830,161673,1,14,3735,250
39831,161674,2,27,3745,253
39832,161675,1,14,3745,253
39833,161676,4,23,3739,252
39834,161677,1,27,3739,252
39835,161678,4,13,3735,250
39836,161679,1,14,3735,250
39837,161680,4,15,3739,252
39838,161681,1,14,3739,252
39839,161682,2,14,3734,249
39840,161683,4,1,4450,600
39841,161684,3,13,4502,609
39842,161685,1,19,4450,600
39843,161686,3,19,4452,600
39844,161687,4,19,4450,600
39845,161688,4,10,4450,600
39846,161689,1,10,4452,600
39847,161690,3,10,4452,600
39848,161691,1,10,4450,600
39849,161692,2,10,4452,600
39850,161693,1,1,4450,600
39851,161694,2,10,4450,600
39852,161695,1,13,4452,600
39853,161696,2,1,4450,600
39854,161697,3,1,4450,600
39855,161698,4,10,4450,600
39856,161699,1,14,4450,600
39857,161700,2,13,4451,600
39858,161701,4,22,4452,600
39859,161702,1,1,4450,600
39860,161703,2,1,4473,603
39861,161704,1,1,4452,600
39862,161705,2,13,4452,600
39863,161706,3,16,4450,600
39864,161707,4,13,4450,600
39865,161708,1,10,4450,600
39866,161709,3,4,4530,612
39867,161710,4,14,4452,600
39868,161711,1,16,4452,600
39869,161712,1,16,4452,600
39870,161713,3,13,4450,600
39871,161714,1,22,4454,600
39872,161715,1,13,4453,600
39873,161716,1,13,4452,600
39874,161717,2,13,4452,600
39875,161718,1,13,4453,600
39876,161719,4,13,4452,600
39877,161720,1,13,4452,600
39878,161721,2,13,4456,601
39880,161723,2,1,4457,601
39881,161724,2,22,4464,601
39882,161725,2,10,4380,590
39883,161726,4,10,4456,601
39884,161727,3,10,4444,599
39885,161728,2,1,4458,601
39886,161729,1,4,4457,601
39887,161730,1,13,4458,601
39888,161731,4,10,4456,601
39889,161732,1,1,4464,601
39890,161733,4,1,4456,601
39891,161734,2,10,4456,601
39892,161735,4,10,4460,601
39893,161736,4,10,4461,601
39894,161737,2,1,4460,601
39895,161738,4,10,4458,601
39896,161739,2,1,4456,601
39897,161740,2,1,4460,601
39898,161741,2,1,4461,601
39899,161742,1,10,4457,601
39900,161743,1,1,4457,601
39901,161744,1,1,4457,601
39902,161745,3,4,4462,601
39903,161746,3,1,4458,601
39904,161747,4,1,4463,601
39905,161748,2,1,4464,601
39906,161749,1,1,4458,601
39907,161750,2,1,4457,601
39908,161751,4,1,4478,604
39909,161752,1,13,4459,601
39910,161753,2,13,4341,624
39911,161754,3,13,4553,617
39912,161755,3,16,4462,601
39913,161756,3,13,4459,601
39914,161757,4,16,4530,612
39915,161758,2,1,4457,601
39916,161759,1,13,4447,599
39917,161760,1,13,4459,601
39918,161761,1,13,4461,601
39919,161762,1,1,4459,601
39920,161763,4,1,4464,601
39921,161764,1,1,4575,590
39922,161765,1,10,4530,612
39927,161770,1,10,4457,601
39928,161771,3,14,3803,306
39929,161772,4,14,3469,294
39930,161773,1,14,3451,290
39931,161774,1,17,3780,301
39932,161775,1,14,3492,297
39933,161776,3,23,3478,295
39934,161777,3,14,3464,293
39935,161778,1,14,3561,309
39936,161779,2,14,3793,302
39937,161780,1,14,3476,295
39938,161781,2,14,3521,304
39939,161782,2,18,3463,293
39940,161783,1,14,3774,311
39941,161784,4,23,3556,309
39942,161785,1,18,3478,295
39943,161786,4,14,3458,291
39944,161787,4,27,3804,306
39945,161788,4,24,3580,315
39946,161789,4,14,3495,298
39947,161790,1,14,3964,324
39948,161791,2,14,3501,299
39949,161792,4,18,3579,315
39950,161793,4,26,3791,302
39951,161794,1,18,3592,318
39952,161795,1,18,3582,316
39953,161796,4,23,3468,294
39954,161797,2,14,3780,301
39955,161798,1,14,3491,297
39956,161799,1,20,3503,299
39957,161800,1,16,3489,297
39958,161801,1,14,3808,308
39959,161802,1,14,3556,309
39960,161803,2,14,3484,296
39961,161804,2,17,3564,310
39962,161805,1,14,3774,311
39963,161806,2,18,3476,295
39964,161807,4,14,3548,307
39965,161808,3,23,3467,293
39966,161809,2,14,3661,229
39967,161810,3,7,3655,229
39968,161811,3,13,3659,229
39969,161812,3,26,3658,229
39970,161813,4,14,3660,229
39971,161814,1,26,3661,229
39972,161815,2,23,3661,229
39973,161816,3,27,3661,229
39974,161817,3,4,3655,229
39975,161818,2,6,3644,227
39976,161819,1,4,3646,227
39977,161820,2,16,3652,228
39978,161821,1,23,3646,227
39979,161822,1,14,3645,227
39980,161823,2,23,3645,227
39981,161824,1,14,3652,228
39982,161825,3,27,3652,228
39983,161826,4,22,3650,227
39984,161827,4,23,3650,227
39985,161828,3,23,3649,227
39986,161829,3,14,3650,227
39987,161830,2,10,3672,231
39988,161831,3,13,3650,227
39989,161832,1,19,3650,227
39990,161833,2,5,3650,227
39991,161834,2,6,3642,226
39992,161835,4,27,3652,228
39993,161836,1,24,3652,228
39994,161837,1,16,3652,228
39995,161838,1,24,3650,227
39996,161839,2,14,3646,227
39997,161840,3,17,3680,232
39998,161841,1,8,3648,227
39999,161842,1,27,4583,228
40000,161843,1,22,3650,227
40001,161844,1,22,3652,228
40002,161845,1,13,4583,228
40003,161846,1,27,3647,227
40004,161847,2,18,3647,227
40005,161848,1,14,3652,228
40006,161849,2,14,3652,228
40007,161850,2,18,3648,227
40008,161851,1,23,3643,227
40009,161852,4,6,3648,227
40010,161853,2,22,3649,227
40011,161854,4,13,3648,227
40012,161855,2,23,3651,228
40013,161856,4,27,3643,227
40014,161857,3,14,3655,229
40015,161858,3,1,3661,229
40016,161859,1,14,3655,229
40017,161860,3,14,3661,229
40018,161861,1,14,3670,231
40019,161862,2,14,3655,229
40020,161863,4,14,3661,229
40021,161864,1,13,3655,229
40022,161865,2,1,3660,229
40023,161866,2,14,3748,255
40024,161867,4,13,3655,229
40025,161868,2,27,3655,229
40026,161869,3,5,3661,229
40027,161870,2,8,3667,230
40028,161871,2,4,3661,229
40029,161872,1,5,3661,229
40030,161873,4,14,3657,229
40031,161874,4,23,3661,229
40032,161875,3,5,3655,229
40033,161876,2,5,3655,229
40034,161877,2,15,3655,229
40035,161878,1,12,3659,229
40036,161879,2,5,3656,229
40037,161880,4,5,3655,229
40038,161881,3,23,3655,229
40039,161882,2,8,3655,229
40040,161883,3,26,3667,230
40041,161884,2,17,3661,229
40042,161885,1,14,3661,229
40043,161886,2,22,3658,229
40044,161887,1,14,3660,229
40045,161888,3,4,3647,227
40046,161889,4,2,3647,227
40047,161890,2,4,3644,227
40048,161891,1,5,3647,227
40049,161892,3,10,4583,228
40050,161893,1,11,3644,227
40051,161894,4,14,3645,227
40052,161895,3,10,3751,256
40053,161896,2,13,3652,228
40054,161897,1,27,3647,227
40055,161898,1,10,3650,227
40056,161899,1,6,3644,227
40057,161900,1,10,3652,228
40058,161901,1,2,3647,227
40059,161902,4,14,3652,228
40060,161903,3,2,3652,228
40061,161904,4,1,3649,227
40062,161905,4,13,3652,228
40063,161906,3,13,3649,227
40064,161907,2,11,3652,228
40065,161908,2,11,3652,228
40066,161909,4,14,3649,227
40067,161910,4,1,3650,227
40068,161911,2,14,3648,227
40069,161912,1,15,3643,227
40070,161913,1,14,3647,227
40071,161914,2,14,3646,227
40072,161915,2,14,3647,227
40073,161916,1,14,3644,227
40074,161917,3,13,3648,227
40075,161918,2,1,3648,227
40076,161919,4,10,3661,229
40078,161921,1,1,3655,229
40079,161922,2,23,3660,229
40080,161923,2,1,3645,227
40081,161924,3,1,3666,230
40082,161925,4,22,3661,229
40083,161926,2,14,3659,229
40084,161927,2,10,3661,229
40085,161928,2,1,3655,229
40086,161929,2,22,3661,229
40088,161931,3,25,3661,229
40089,161932,2,22,3661,229
40090,161933,1,19,3655,229
40091,161934,4,11,3661,229
40092,161935,4,1,3661,229
40093,161936,1,10,3650,227
40094,161937,4,16,3659,229
40095,161938,2,10,3661,229
40097,161940,1,5,3727,248
40098,161941,1,5,3726,248
40099,161942,2,8,3727,248
40100,161943,1,8,3727,248
40101,161944,1,1,3725,247
40102,161945,2,26,3724,247
40103,161946,1,17,3726,248
40104,161947,1,22,3727,248
40105,161948,1,27,3727,248
40106,161949,1,4,3721,247
40107,161950,1,15,3724,247
40108,161951,1,25,3723,247
40109,161952,1,1,3726,248
40110,161953,1,10,3726,248
40111,161954,1,18,3726,248
40112,161955,2,7,3727,248
40113,161956,1,18,3724,247
40114,161957,2,8,3723,247
40115,161958,1,19,3723,247
40116,161959,1,27,3723,247
40117,161960,1,6,3721,247
40118,161961,2,27,3727,248
40119,161962,2,7,3726,248
40120,161963,1,4,3726,248
40121,161964,1,18,3723,247
40122,161965,1,27,3727,248
40123,161966,1,27,3726,248
40124,161967,1,1,4575,590
40125,161968,4,14,4466,602
40126,161969,3,14,4468,602
40127,161970,2,9,4476,603
40128,161971,2,10,4575,590
40129,161972,1,10,4575,590
40130,161973,1,1,4466,602
40131,161974,4,1,4467,602
40132,161975,1,1,4468,602
40133,161976,3,1,4467,602
40134,161977,1,13,4466,602
40135,161978,2,4,4466,602
40136,161979,2,1,4575,590
40137,161980,1,1,4467,602
40138,161981,1,1,4467,602
40139,161982,4,2,4444,599
40140,161983,3,1,4467,602
40141,161984,1,1,4467,602
40142,161985,2,1,4467,602
40143,161986,2,1,4466,602
40144,161987,2,1,4467,602
40145,161988,1,1,4467,602
40146,161989,4,10,4467,602
40147,161990,2,1,4466,602
40148,161991,3,10,4467,602
40149,161992,2,19,4467,602
40150,161993,3,10,4466,602
40151,161994,1,13,4335,622
40152,161995,3,19,4466,602
40153,161996,2,22,4468,602
40154,161997,4,10,4476,603
40155,161998,4,1,4476,603
40156,161999,3,10,4476,603
40157,162000,1,1,4476,603
40158,162001,3,10,4473,603
40159,162002,4,10,4475,603
40160,162003,2,1,4475,603
40161,162004,3,1,4472,603
40162,162005,2,1,4472,603
40163,162006,2,10,4476,603
40164,162007,4,19,4476,603
40165,162008,2,19,4476,603
40166,162009,1,1,4472,603
40167,162010,2,10,4475,603
40168,162011,1,10,4472,603
40169,162012,3,19,4472,603
40170,162013,1,13,4472,603
40171,162014,1,1,4474,603
40172,162015,1,1,4472,603
40173,162016,4,1,4473,603
40174,162017,4,1,4473,603
40175,162018,1,1,4473,603
40176,162019,1,1,4473,603
40177,162020,1,1,4473,603
40178,162021,1,1,4473,603
40179,162022,1,1,4472,603
40180,162023,4,1,4472,603
40181,162024,3,10,4473,603
40182,162025,2,1,4472,603
40183,162026,3,1,4472,603
40184,162027,3,1,4473,603
40185,162028,1,10,4473,603
40186,162029,3,1,4473,603
40187,162030,4,10,4473,603
40188,162031,4,1,4475,603
40189,162032,2,10,4475,603
40190,162033,1,1,4472,603
40191,162034,4,10,4472,603
40192,162035,3,13,4472,603
40193,162036,4,13,4476,603
40194,162037,2,13,4472,603
40195,162038,2,1,4478,604
40196,162039,3,1,4478,604
40197,162040,2,13,4480,604
40198,162041,1,13,4480,604
40199,162042,2,1,4477,604
40200,162043,1,4,4478,604
40201,162044,4,10,4480,604
40202,162045,3,13,4478,604
40203,162046,1,1,4478,604
40204,162047,1,10,4477,604
40205,162048,4,1,4478,604
40206,162049,2,10,4477,604
40207,162050,2,10,4478,604
40208,162051,1,10,4478,604
40209,162052,1,13,4478,604
40210,162053,3,13,4478,604
40211,162054,1,10,4477,604
40212,162055,4,1,4478,604
40213,162056,1,1,4477,604
40214,162057,2,10,4478,604
40215,162058,1,10,4478,604
40216,162059,1,10,4477,604
40217,162060,2,1,4477,604
40218,162061,1,10,4477,604
40219,162062,1,10,4478,604
40220,162063,1,1,4478,604
40221,162064,4,1,4478,604
40222,162065,1,1,4478,604
40223,162066,4,1,4477,604
40224,162067,1,10,4478,604
40225,162068,3,10,4478,604
40226,162069,2,1,4479,604
40227,162070,3,1,4478,604
40228,162071,1,1,4478,604
40229,162072,3,1,4478,604
40230,162073,1,1,4479,604
40231,162074,2,10,4478,604
40232,162075,2,10,4478,604
40233,162076,4,10,4478,604
40234,162077,1,1,4478,604
40235,162078,1,10,4478,604
40236,162079,1,1,4478,604
40237,162080,2,13,4478,604
40238,162081,4,13,4478,604
40239,162082,2,10,4481,605
40240,162083,4,10,4487,606
40241,162084,1,10,4482,605
40242,162085,3,19,4493,607
40243,162086,4,1,4481,605
40244,162087,3,1,4481,605
40245,162088,3,10,4481,605
40246,162089,2,10,4481,605
40247,162090,2,10,4481,605
40248,162091,4,10,4490,607
40249,162092,4,13,4481,605
40250,162093,2,10,4493,607
40251,162094,2,13,4481,605
40252,162095,1,22,4554,617
40253,162096,1,10,4342,624
40254,162097,2,1,4387,626
40255,162098,3,13,4366,589
40256,162099,1,22,4367,589
40257,162100,4,1,4485,606
40258,162101,4,1,4485,606
40259,162102,3,10,4486,606
40260,162103,1,13,4368,589
40261,162104,1,13,4367,589
40262,162105,4,4,4367,589
40264,162107,4,14,3557,309
40266,162109,1,14,3773,311
40267,162110,1,14,3774,311
40268,162111,4,14,3556,309
40269,162112,1,14,3558,309
40270,162113,1,14,3780,301
40271,162114,1,14,3606,314
40272,162115,2,14,3490,297
40273,162116,2,27,3564,310
40274,162117,3,1,3579,315
40275,162118,3,14,3570,312
40276,162119,2,14,3561,309
40277,162120,2,14,3772,313
40278,162121,1,14,3771,313
40279,162122,2,14,3770,313
40280,162123,1,14,3579,315
40281,162124,1,18,3556,309
40282,162125,2,18,3793,302
40283,162126,1,14,3774,311
40284,162127,1,14,3770,313
40285,162128,2,17,3632,245
40286,162129,4,1,3631,245
40288,162131,2,1,3633,245
40289,162132,3,4,3633,245
40290,162133,2,1,3633,245
40291,162134,1,1,3633,245
40292,162135,4,22,3632,245
40293,162136,4,13,3632,245
40294,162137,3,19,3632,245
40295,162138,4,26,3632,245
40296,162139,3,19,3632,245
40297,162140,2,8,3632,245
40298,162141,4,10,3632,245
40299,162142,1,22,3631,245
40300,162143,3,22,3631,245
40301,162144,1,1,3631,245
40302,162145,1,5,3631,245
40303,162146,1,13,3631,245
40304,162147,3,1,3631,245
40305,162148,2,5,3631,245
40306,162149,3,26,3630,245
40307,162150,4,1,3630,245
40308,162151,3,10,3630,245
40309,162152,3,1,3630,245
40310,162153,2,1,3630,245
40311,162154,4,1,3630,245
40312,162155,4,1,3630,245
40313,162156,2,1,3630,245
40314,162157,2,1,3630,245
40315,162158,1,14,3672,231
40316,162159,3,1,3645,227
40317,162160,1,13,4583,228
40318,162161,2,13,4583,228
40319,162162,2,17,3653,228
40320,162163,2,1,3644,227
40322,162165,1,18,3647,227
40324,162167,3,1,3647,227
40325,162168,1,10,3652,228
40326,162169,1,15,4583,228
40327,162170,2,14,4583,228
40328,162171,1,19,3644,227
40329,162172,1,27,3647,227
40330,162173,1,14,4583,228
40331,162174,2,13,4583,228
40332,162175,1,18,3645,227
40333,162176,2,23,3647,227
40334,162177,1,27,3647,227
40335,162178,2,23,3645,227
40336,162179,3,14,3650,227
40337,162180,1,9,4486,606
40338,162181,3,1,4486,606
40339,162182,3,1,4485,606
40340,162183,4,27,4486,606
40341,162184,3,9,4484,606
40342,162185,4,27,4573,620
40343,162186,3,9,4484,606
40344,162187,1,9,4485,606
40345,162188,1,9,4487,606
40346,162189,2,1,4486,606
40347,162190,2,13,4484,606
40348,162191,1,1,4486,606
40349,162192,4,1,4484,606
40350,162193,1,1,4484,606
40351,162194,2,10,4484,606
40352,162195,2,10,4484,606
40353,162196,4,1,4484,606
40354,162197,2,1,4484,606
40355,162198,3,22,4484,606
40356,162199,4,10,4484,606
40357,162200,1,1,4484,606
40358,162201,4,4,4484,606
40359,162202,1,10,4484,606
40360,162203,3,1,4484,606
40361,162204,4,13,4484,606
40362,162205,1,13,4484,606
40363,162206,1,13,4485,606
40364,162207,2,1,4492,607
40365,162208,3,1,4492,607
40366,162209,4,1,4490,607
40367,162210,2,1,4489,607
40368,162211,2,1,4488,607
40369,162212,1,1,4488,607
40370,162213,2,10,4491,607
40371,162214,4,1,4491,607
40372,162215,3,1,4488,607
40373,162216,1,1,4491,607
40374,162217,3,4,4491,607
40375,162218,1,1,4490,607
40376,162219,1,4,4490,607
40377,162220,4,27,4573,620
40378,162221,3,1,4488,607
40379,162222,2,1,4488,607
40380,162223,2,1,4494,607
40381,162224,2,1,4489,607
40382,162225,2,1,4488,607
40383,162226,3,1,4493,607
40384,162227,1,1,4489,607
40385,162228,4,1,4488,607
40386,162229,2,1,4488,607
40387,162230,1,10,4491,607
40388,162231,4,1,4490,607
40389,162232,3,1,4491,607
40390,162233,3,1,4494,607
40391,162234,2,1,4489,607
40392,162235,1,1,4492,607
40393,162236,4,1,4493,607
40394,162237,3,1,4493,607
40395,162238,2,1,4492,607
40396,162239,3,1,4554,617
40397,162240,1,1,4554,617
40398,162241,2,13,4554,617
